city,country,customer_id,customer_name,datetime,ecommerce_website_name,failure_reason,order_id,payment_txn_id,payment_txn_success,payment_type,price,product_category,product_id,product_name,qty
Davidtown,India,40d097b5-8a56-4947-84eb-532465079811,Colton Carter,2023-12-11T07:03:24.731Z,AliExpress,Insufficient Funds,c519c759-2060-4525-8045-736ba6df3ed8,318681ed-ca83-48ea-ae7f-9bd89edbd660,N,Internet Banking,682.01,Electronics,96111f84-c43e-4666-ba01-83c6d48e3c32,individual,6
Port Devon,India,cd9344da-89f3-4ff3-aab4-6f0539a44244,Felicia Little,2024-04-20T16:31:00.752Z,BestBuy,Insufficient Funds,9592a9b2-e532-4087-86ec-0beb2da9c5f6,3a554f9b-7602-491a-affc-853183fc24cd,N,Internet Banking,52.78,Electronics,95b2c166-4420-45f9-b1a1-399719cf7f71,line,3
Johnnyshire,Germany,57ee467a-8dfc-4274-b0c7-352f566736d1,Maria Cobb,2024-09-12T03:01:34.127Z,Amazon,"",f9c3a79d-6f80-4b85-89cb-5a7108c5c10d,f56b965c-f0f9-4fb3-bfba-b4aeddd7ba1f,Y,Internet Banking,937.5,Clothing,16b96c82-91d5-49d6-9d34-e1bb52ba9470,wife,5
West Donald,USA,2ca3dccd-dc27-484d-b823-4a185f4105a8,Jacqueline Joseph,2023-11-24T00:34:02.613Z,Amazon,"",2ab58932-614e-4ab5-bfc5-a34051654b5a,d094a475-ad08-41f3-bb7b-8176f46f6d44,Y,Wallet,228.78,Sports,c8cb2dcd-9e25-4e23-b43e-68d2f36c9d4f,anything,8
New Charles,India,7a93454b-6000-4041-bd06-77fe742cceee,Kevin Sellers,2024-03-05T21:17:53.604Z,Flipkart,Insufficient Funds,1b66453d-0208-4597-9f9a-759395be0869,7ab61e84-101a-4dd5-a864-eb6e7001faea,N,Internet Banking,610.19,Automobile,1ed80b56-b45b-4274-8c2c-60c211e74fb4,election,2
Wongland,USA,ca25d1ad-c1a3-4d5a-bc55-5f0add5e16ec,Joseph Lopez,2024-09-25T16:32:59.535Z,eBay,"",beac2cb6-1b83-475a-b03c-986f6ad48ba3,5bb57ad4-57b0-444f-a9ad-7611eb2ac87d,Y,Wallet,950.19,Automobile,69384f81-8e9e-459a-9397-77051c750e07,market,1
Griffinbury,Canada,f2e6dd9e-1230-4a64-9b85-356975b9a200,Jessica Gonzalez,2024-09-28T04:55:34.609Z,BestBuy,"",86520d2f-8a07-4500-980a-96dcc5d311a4,4881d8da-1c4a-4972-8725-09ec6725751e,Y,Wallet,969.45,Automobile,0f1e60f6-d5dc-42df-921d-1e4e886118ce,himself,1
Bowersberg,India,e53fe077-5b36-4f7e-8280-152f39c5d10e,Ashley Gentry,2024-04-15T07:37:25.812Z,BestBuy,"",92f9e53f-b5b7-4960-80c5-50eb411619a0,b1febc9c-e789-4989-bae3-379e58f24765,Y,UPI,103.91,Automobile,dee4bb6d-5206-405e-b963-826133b0eff9,remain,7
East Bruceton,Germany,7a2a712d-55ce-4fe3-969b-cf543fff2c0e,Zachary Williams,2023-12-16T21:27:14.287Z,AliExpress,"",9b481d5d-5c5a-499f-8cb3-d0cdaa81b355,3f042e44-be1e-4585-aebe-1d50070d4420,Y,UPI,592.32,Beauty,6d1a71ba-daf6-4235-8b98-4370a014fbe7,sure,3
West Gregside,Australia,3baa2550-6cca-4322-8586-22c89494d902,Steven Medina,2024-07-09T07:45:59.472Z,BestBuy,Card Expired,5b7ba667-093d-45cd-bf1b-03868951c5f8,a5f0dd4e-8b73-4479-ad3d-dbb639e68dc5,N,UPI,658.05,Sports,74ae926b-225d-4709-9f3c-e04ffc7ead86,goal,4
West George,Australia,4e45f949-ea65-4859-9ec4-6366512ba29d,Robert Paul,2024-04-26T19:53:39.258Z,BestBuy,"",cee97d58-efaa-49cd-918a-aafd3ae8d76e,5fa1fcd4-8a61-4a08-8505-602e2a7b959a,Y,Internet Banking,636.73,Beauty,7e8062af-3831-423b-96b9-8659177f9319,bank,9
Port Rebeccafurt,Canada,7c9766e9-bcba-423e-9f91-9c7751e0e318,Rebecca Saunders,2024-07-10T23:29:04.651Z,Amazon,Insufficient Funds,bafdead1-62f8-434d-a044-1a0f59597dc4,e012d4f7-8cfb-42a2-83ea-083f48e8c2d8,N,Wallet,250.0,Electronics,5b24a54a-ed55-4e69-8c02-65b2e51898ec,include,9
North Kerri,Australia,d073a065-1ffe-42e0-be39-a68304054dd8,Cole Harrison,2023-12-11T05:29:56.370Z,Flipkart,"",da0862f4-cc9a-4e8d-9cd6-f1504aea5c2a,723b4ffd-d58b-4173-99ed-24f40fe725b5,Y,Internet Banking,277.74,Automobile,196f2edf-c5a4-40aa-b061-6a27d4a6735f,their,7
North Joshua,Canada,74820f26-e93f-4f32-8455-a537c43fb4f7,Dawn Wong,2024-10-28T19:13:40.326Z,Amazon,"",38cf7bd8-a7e9-4854-989f-3179ce88fe9a,54f72958-27cc-4570-84f5-4105882d4dc9,Y,Card,463.26,Electronics,d890695c-377d-4867-99c1-e0ff6f2b923d,effort,10
South Jeffery,Germany,c57e67d3-cd80-4a3a-8290-e77a260badc4,Shannon Patterson,2024-10-04T11:12:36.097Z,Amazon,"",bfef0cb4-8e60-415b-8ba6-5611ce541295,0551a6ce-a3d6-463c-bba4-f9e06d7ef117,Y,UPI,589.57,Electronics,a729c8c9-b8c7-4335-8ec2-8ee6754d1587,act,9
Kristinmouth,Germany,3477e687-4606-4cb5-bcb1-3dac2e5dc55f,Jacqueline Myers MD,2024-04-03T12:35:33.237Z,Amazon,"",454309f2-74ca-4d68-932b-0c30ab637ea9,c7ccc92b-28f3-454d-a6af-50ffe2e92cca,Y,Internet Banking,303.26,Automobile,c15d080c-7a84-4a70-b670-42b16c40a8c1,culture,2
Nguyenstad,India,00b4264a-859d-4312-89ef-d9519f2e28a0,Edward Bradford,2024-09-27T06:53:51.970Z,BestBuy,Card Expired,ed84aa2b-6b9b-491f-8e05-08d222aa7cb3,5a04a19d-88d4-4643-b531-d73930e316f1,N,Wallet,664.35,Electronics,5950dda0-812b-4e9b-b58a-f5293e771ec6,room,9
Amyland,India,d1faa47a-cccd-4d81-88e7-68b2b13e57d5,Linda Pham,2024-03-20T15:24:56.889Z,AliExpress,Insufficient Funds,47e012f6-ebb2-4d44-bb62-b3b0d93c1416,b501e8fe-72d1-4f89-a38e-d8ac7125658b,N,Card,388.24,Sports,068d4587-40f8-4e65-b9e7-4cc36f64d661,skin,5
Jasonmouth,Australia,3309cc70-3f79-4886-a4ad-272a249ab50f,David White,2024-05-17T11:51:00.608Z,BestBuy,"",4fd32f67-eaaa-4031-95e4-7edad8e577ba,51d2d0a4-e568-4714-b0e5-2b33d33a0196,Y,Card,647.27,Home,f38b0c7e-2a1a-455c-b030-2d4e05902c2b,low,5
Mauriceton,India,7e851038-c21c-4ead-ad26-1ab63f803877,Mr. Russell Baker,2024-09-12T03:09:33.217Z,AliExpress,Authentication Failed,e86a5676-bfe8-480f-a08f-e21c8446cc6c,54d79d87-2044-4ab4-a5d2-8f5dbe4d03e2,N,Internet Banking,662.15,Home,795d8c29-f619-4d21-8d56-87140a04916a,dog,9
Russellmouth,UK,12b1116e-b813-42d6-9c55-4cc15b81567c,Dr. Stephanie Murphy,2024-01-12T14:49:48.856Z,AliExpress,"",144a801b-ceaa-4668-be89-fa69f4f0b849,97552ed0-fd35-43a8-a1f2-c1436db661db,Y,Card,354.18,Beauty,5d180616-ffb9-4183-b771-cae52a7e25b5,his,2
West Michaelmouth,Germany,b638b4d1-1ea1-479d-80f7-9a813eff0e52,Ruben Hill,2024-07-27T04:26:12.533Z,AliExpress,Insufficient Funds,fe2ab9b0-b90b-4c02-ac1c-46d1a6053eb0,b89762a0-8eb9-44db-afee-347a70d6ff5b,N,UPI,731.79,Beauty,e3ee1320-b43e-4116-9b76-37f56972a7c8,drop,1
New Lucastown,Canada,b3965042-c15b-41ce-ae53-a49493a21e2b,Melissa Hebert,2024-05-13T20:58:12.655Z,AliExpress,"",86b15094-3db7-437c-a4a5-8da8ccc69622,dd4909b7-dfe8-4e49-bba8-5918c8e017f8,Y,UPI,146.95,Home,d4af6278-6ab0-47dd-911d-ffc8cb71e8f9,animal,7
Mariastad,Germany,911b4df9-b5e1-4158-8925-1d9c8c76d4df,Robert Thompson,2023-11-17T01:09:50.859Z,AliExpress,"",45cf398b-44c4-4a88-a57c-38d350ad78a0,f5d33732-e1ab-4a29-b900-1434920ff98d,Y,Wallet,854.87,Clothing,1a36921b-b727-4451-bd11-4bc4eb091d80,pretty,10
Millerton,USA,3b5b7e82-2f33-4e49-b27a-8cf73249e541,David Mahoney,2023-11-13T20:02:33.767Z,eBay,"",51a26fd6-3a83-41af-805d-41a95a1b3dee,3aaf4a72-bc31-4a6e-8018-a58d0b4aaece,Y,Card,53.65,Beauty,e3e0c734-23e5-4e12-96dd-9afbd2e70705,buy,8
West Tonyside,USA,aa556236-f86d-45ea-aecd-c2c3f13321cf,Joanna Burke,2024-05-15T16:54:49.557Z,eBay,Card Expired,53985863-02e4-4dee-adc3-378e2e4bf316,802f28fa-2577-4d78-9766-ca0e3443bc86,N,UPI,737.59,Clothing,e579b6d8-e018-453b-b2e5-5a1a503236d5,according,4
South Josephbury,USA,0d6b9745-ea1c-42e9-a4aa-a833b2297b33,John Myers,2024-06-25T15:19:15.516Z,Flipkart,"",ba39c0e1-8fcc-49f6-bd83-96f691421589,1287c64a-4bc2-4e20-8cf2-9b031d938cf6,Y,UPI,479.28,Beauty,20433562-9da0-4381-a7ad-6f1a5373b0a9,performance,2
Kennethport,UK,f6cb6cac-8e97-43ee-962e-742f36c26b9b,Michael Barker,2023-11-20T08:08:54.290Z,AliExpress,Insufficient Funds,f176fed0-1b92-4178-aed8-1b2f162ae6ee,07b0c623-718c-456a-9ef0-575ca2df4368,N,Internet Banking,251.02,Electronics,e1a823f1-9958-4469-8f59-73ddda549551,move,10
New Jenniferberg,UK,add1028d-3822-4a41-97c4-f8d086ed9237,Mrs. Karen Robertson DVM,2024-06-29T17:48:20.827Z,eBay,Card Expired,16b2af1c-ec51-4118-bc26-9c0e517e252e,02f9917c-7990-478d-a0b2-f0bc584be80b,N,UPI,82.46,Automobile,814ea3db-5090-4f59-bfb4-fac090868e96,safe,9
Lake Emilyshire,Germany,c3bc6349-7b42-4f84-99cf-1b7594f76231,Victoria Bray,2024-05-29T11:28:42.149Z,BestBuy,"",d4b95e25-0376-4839-8d9b-4d497258e924,bc36e7b0-f834-4f8c-a507-ee677b7717bb,Y,Wallet,254.26,Sports,52379508-8d78-4503-bc49-35d93ed22718,of,6
Dixonbury,USA,297f40c4-548e-4a13-b0af-7bae50c90f54,Russell Reyes,2024-05-20T16:44:32.481Z,Flipkart,Authentication Failed,f3080ce5-d2bd-4189-9b30-8757d7bd1499,3fff4ad3-6e7e-453a-bc12-34c3a256840c,N,Card,672.07,Automobile,30ff4368-8796-4a15-b45c-1bb56b47d0cb,without,6
Davidfurt,UK,f6916e28-f910-4594-b1bc-8684901fbe0d,Hannah Werner,2023-12-12T19:51:37.444Z,Amazon,Insufficient Funds,8f305291-d2a8-4763-83d4-7a99c74abe3c,80a8249a-753a-4b83-8bc5-7ecdaea77e75,N,Internet Banking,265.33,Sports,fc4f8557-d86b-4233-841e-1e2d3e3a5ace,image,2
Lopezfurt,USA,bd98b58b-a291-40c4-9d06-5f5aa3d7c7cf,Kristen French,2024-06-11T19:09:38.179Z,AliExpress,Insufficient Funds,3664e7c2-80f8-43cd-bb72-97c253b47a38,88c4076d-5cd8-47e5-96f7-b480a169eb99,N,Card,588.12,Electronics,99fe09b9-493c-4e05-84fd-7b135cf940cf,treatment,7
South Clinton,USA,a70e9c6a-7a33-4bbb-9086-daeddbc8bc77,Alyssa Armstrong DDS,2024-06-07T07:21:55.031Z,BestBuy,Insufficient Funds,ca118ed2-2900-4ca5-9096-57285fbc4b1d,f440c8f6-fbff-4154-89f1-b1d2188e5d04,N,Internet Banking,262.59,Beauty,16fa4cfe-2fde-4d5f-85c9-76c442beea03,here,4
South Vickie,Australia,ffe7730a-7a80-42ba-814b-b971f0481a74,Fred Martinez,2023-12-29T07:11:59.576Z,Amazon,"",2e96363a-ff13-458f-b561-b60de1feade7,f2cb6221-29a8-4fd7-99d7-6d559652e273,Y,UPI,732.77,Electronics,3aae4384-e0b4-42af-a326-bd411c5825fc,environment,2
New Ericaburgh,Canada,7e136bb8-c4e8-4ffe-b39c-2ae78df4576e,Joanna Castillo,2024-03-31T14:48:28.738Z,AliExpress,"",5752e5cc-0ab3-413f-8207-3b8963765d39,fea7e143-63a3-4777-91ce-b1e2a17cf6e7,Y,Wallet,733.88,Sports,39f62b22-8245-4e28-9ae2-9e99a5e2fbe7,firm,5
South Williamstad,Canada,a04d72d9-9ea6-4ba5-9d00-52b54b6a4663,Lee Johnson,2023-11-21T06:28:03.313Z,eBay,"",4a924329-ea86-41c2-8295-90098f99949f,eebe133a-cf40-4025-b697-530d55ab5ce7,Y,UPI,615.3,Automobile,30079d94-453c-4dce-a1fc-0ca8dbd5e069,talk,6
Melissaland,USA,a895dbe9-77d6-4fa3-83ce-7be068a9a974,David Johnston,2024-03-14T03:37:07.079Z,eBay,Authentication Failed,2e563c16-c671-4b9a-b289-96c3be723d0d,0cf1d2f0-e2be-431d-8bd4-c39847830bd1,N,UPI,301.8,Beauty,1d057812-557e-4862-b081-e20d21b54c69,talk,10
Sarahtown,India,6a1ca353-45fb-4438-9416-9343508d10eb,Chase Hoover,2024-05-02T06:55:19.153Z,AliExpress,"",1322d3ec-8c97-41ad-843b-4fd84badbb66,4ef379dd-01f0-48d2-8b5c-f93f5351e774,Y,Card,285.64,Beauty,065b4bcb-e68b-4a5e-9165-815281bbda02,city,2
North Jeffrey,UK,c19cf99c-8683-4e6f-a507-a4423abf0eb8,Michael Collins,2024-07-19T12:33:14.808Z,AliExpress,Card Expired,b5c8489c-7130-4c7e-a86f-d5420562e518,3da4db8e-d9f1-4587-91c6-1bedec786092,N,Internet Banking,721.82,Clothing,e6ee27e6-8463-4600-b881-57b218dcfddf,glass,9
West Zacharybury,Australia,2acc8045-10ba-4ae9-b143-d2030dc116cf,Nicole Deleon,2024-08-12T19:25:08.083Z,Flipkart,"",cff703a0-b902-44b5-966c-dbadb4e7b116,00fcc133-0573-45ab-8ead-a118f1dbfde7,Y,Internet Banking,547.08,Home,21afc734-4c92-4dac-8c8d-21c5ca75e746,general,6
Cordovatown,Australia,0d90c7ac-77fb-4946-8a29-8407317e9165,Holly Patton,2024-08-24T06:19:32.705Z,Flipkart,"",88d7a010-8680-40fc-93e9-d26f202de223,ef1d1853-d3fb-4982-b284-ab20cce4a4b2,Y,Card,689.82,Home,54016bb9-2e8c-4ca6-bb1f-50745f53829d,economic,6
Smallmouth,USA,df980aa7-4119-47e9-bd0d-7a63daf54c80,Christine Smith,2023-12-07T13:44:23.161Z,eBay,"",79d2b82a-c178-408c-a0ce-d7eb52f6910d,8f2b2302-3845-445f-84d2-9a7bc7a43355,Y,Wallet,431.66,Automobile,0f97e3c7-91dc-4a79-a363-4bc5112aa1f1,through,9
Harrishaven,UK,7d16c1fa-a31c-45e1-8e24-ca241b7c9357,Danielle Glover,2024-03-05T03:47:53.522Z,eBay,"",0853569c-ab31-4bfb-98bf-fe3e1db90ea1,3c27633c-2cc1-4310-ab97-de5db874d065,Y,Wallet,93.69,Sports,1d4de8b3-979c-4901-bb52-99bce4452df9,research,2
Annborough,Australia,44db46c1-2a03-40af-b4b7-c71397f8f128,Scott Ellison,2024-08-12T19:45:47.255Z,Amazon,Payment Gateway Timeout,72fde175-7c58-441e-91b5-ce664f2906ef,92608885-a9d1-43f1-aae8-6140c856f415,N,Card,21.54,Beauty,42333841-509f-4cd1-a54c-ec89adbaf03b,too,2
North Alexander,UK,d7dd9dae-570a-435e-bdcf-3543f1d779eb,Anna Wong,2024-08-18T06:50:18.387Z,eBay,Card Expired,5bcd4d35-5d7b-40b0-aa3f-8f8bbfe5c69f,6b6a26e9-2083-441d-8434-17daef86f1c9,N,Wallet,124.16,Sports,2acb83d4-70aa-4f05-ac80-ccb698ff234e,property,1
West Erika,Canada,9bb3a342-d73a-459e-a022-0a652b791ee2,Deborah Crawford,2024-04-29T22:44:26.099Z,BestBuy,"",ce31832d-2c9c-4114-94b4-37cdf8b32100,a277cf7b-3350-4847-81cb-60a2bc8eb813,Y,Internet Banking,672.16,Electronics,5c2deed8-aae5-4a36-b37e-421cbf8f0f56,yes,3
North Jodyland,UK,cc88c269-add8-4416-8167-34103ecde170,Danielle Palmer,2024-07-14T12:27:34.624Z,Flipkart,Authentication Failed,59a1d8ee-1642-42ba-b901-40f5770abf60,bc4f58e8-5f7e-4f8b-bc53-7437060fa73b,N,Wallet,108.65,Automobile,ade01991-6512-43f5-a2f7-a2a9537df6d4,doctor,4
Loweshire,India,50c52a8d-c62f-4d54-bc6d-c87395364f53,Rebecca Bell,2024-03-03T16:36:08.611Z,eBay,Card Expired,b9feb63d-ef4b-48dc-96dd-97fc10a1aeeb,ab23c068-99bb-4e15-9cbe-9fc7f5712206,N,Internet Banking,870.93,Beauty,95b6d500-7d0c-4a9d-974c-c0f2fc374e21,understand,5
New Lynn,USA,068bb3dd-ff0b-4913-a64c-5cd468820376,Patricia Matthews,2023-11-10T02:45:56.590Z,Amazon,Card Expired,8d8ca2b1-ac7a-4463-a7d2-a449038afe04,9cd2e280-3477-4fd9-844e-e731adf612e6,N,Card,606.76,Sports,1ef56f2d-503a-4b3f-b0e2-5f08a524740c,kind,10
East Juliaberg,Canada,a85fd95a-180c-42f8-b10f-529748ed3267,Heather Brooks,2024-08-08T08:50:14.342Z,Amazon,"",5f70196d-7904-4ae6-b4aa-ba7ab4a8b6af,38e91081-484d-4363-a694-4179ae5dd19e,Y,Wallet,889.75,Electronics,84375030-8315-471e-8fe3-ecc1a9ff145a,tend,7
East Kathryn,USA,73e99bb7-c95a-408f-8e37-e6223a11c3d4,Jody Davis,2024-08-28T15:12:27.412Z,BestBuy,"",617f66db-f3ed-4301-a3de-1c0fa475bfef,b41294ef-e208-46d5-bdf7-e90d70e17b9c,Y,UPI,599.47,Electronics,5ef74e44-e8e6-4b10-b10d-90bd234e8d70,than,3
Patriciaborough,Australia,91a50a60-8dea-410c-94b0-ffa9be9388dd,Tina Harper,2023-12-25T03:02:46.935Z,BestBuy,Authentication Failed,c1266c67-1103-4abf-abac-2485093f625e,fdb2e8e8-39ae-4a70-bb41-010105418fb5,N,Card,109.83,Sports,d9a52548-ed52-4a71-874e-2aa05e79c2ee,raise,8
Ashleyberg,UK,d03addc5-4457-4054-afe7-fd720289d81e,William Harrison,2023-11-02T22:17:18.795Z,Flipkart,Payment Gateway Timeout,0a43ee86-84aa-4d6c-b4fd-b316640a5ce9,1ac2a737-f397-4b17-ae82-035bca021a69,N,UPI,149.05,Sports,cf605764-92df-413f-92d4-c24fe1bb2e65,from,1
Duncanberg,UK,de6ef951-3bcc-4c7d-b830-3be3e2cee2da,Rachel Hale,2024-08-25T18:14:56.314Z,Flipkart,"",39174eb1-f500-4737-bb3c-64f2cfd0449f,ec71afcb-f8de-4636-b631-219271f5575e,Y,UPI,867.39,Home,3b7500f4-a6ff-4ab2-9db0-7aa9e41c871b,possible,3
East Melissa,Canada,924b9495-8302-49c2-9faa-2eb152f8ee76,Becky Castro,2023-10-30T03:27:48.227Z,BestBuy,Card Expired,1ee6c4f8-7d87-4ff2-a401-ad0382e90278,cd5c8baa-5b60-4593-a53d-355d96fc3480,N,Internet Banking,865.3,Sports,102eb848-d1d5-4d7f-a48f-75a04d56de08,across,9
Lake Susanburgh,Germany,217e6dc0-5a3d-457c-b39f-b71b360a56f9,Meghan Payne,2024-02-23T10:36:56.877Z,BestBuy,"",17c2c4eb-77fe-4add-b39e-735324974484,8701a81b-2566-4aa3-bfad-db646a76c83c,Y,Card,432.24,Electronics,24abf738-503e-4c0d-8c24-3e2b9034867a,summer,2
Hernandezmouth,India,dcc17636-b563-45df-9c80-50282bf9be2e,Luis Higgins,2024-07-21T02:45:33.447Z,AliExpress,"",2b87189c-04f8-4738-9589-56d54f263605,383fc964-00e3-4331-92d5-4c0a3a8c9172,Y,Internet Banking,64.77,Clothing,51214f92-4944-483e-8e2c-ad7ffe422f3f,east,3
East Justin,Canada,1e9610a9-928f-4f96-8a6d-4b38c4b8ae56,Tara Miller,2024-06-02T14:48:33.589Z,Amazon,Card Expired,2bf48b25-7949-4aa4-a80a-cee09ea030aa,435e4ff3-4cfd-4098-882e-5fcdb179574c,N,Wallet,469.21,Automobile,c27f5b1d-80c5-4acc-bf94-cbd9e1384b41,follow,8
Marquezton,India,ed3ee204-62e7-47b3-8eac-67216584f70a,Michael Howard,2024-08-24T01:25:06.779Z,Amazon,"",f39c9e43-c5e6-4ba9-ab50-d05cf52bb961,f60c82d1-0301-4927-9bb1-3a5e3b40e30b,Y,Wallet,582.84,Sports,c2a81a2c-4eff-4c28-a00b-e8dc79dc40ce,security,2
East Maryport,USA,635b5ff4-afd8-4b00-ab83-9cdd66be9e08,Adam Mckinney,2024-01-21T15:17:04.497Z,Flipkart,"",9303a497-6b99-42e5-9384-1b779536cf5b,596ae987-c2c8-406d-96c3-9317141fffe8,N,Wallet,993.62,Automobile,1ce018f6-486c-4054-8672-f42c644cf049,nation,7
Deanstad,UK,8c962a64-582a-4254-a821-b5039e1be6fe,Rebecca Hunt,2024-04-02T21:19:46.611Z,BestBuy,Insufficient Funds,2b868578-6039-435f-847a-5159b31afbe9,cbba0f7e-c1bb-4dbf-a4a4-9c811dc4d926,N,Internet Banking,320.35,Beauty,13370964-dc5a-4a57-9701-ebc21047082d,so,6
Bakermouth,India,d564411c-384d-460a-8b8f-94fff126682f,Debra Fernandez,2024-03-19T18:16:04.798Z,BestBuy,"",e9e20db0-20c5-4d25-bb55-5710d2d134f5,3f251cbd-efaa-4523-9385-1a6d29e40b11,Y,Card,198.8,Home,44d1e94b-73ee-4ba1-ad30-cfca7f7f0c82,draw,4
Rachelfurt,UK,5c01945c-334e-465a-973a-af6132db0416,Anthony Pruitt,2024-05-25T03:19:12.248Z,AliExpress,"",d69784fe-8b76-407b-a9e0-3d631f723c99,0c3380e7-6e46-44ab-b3f6-aca3cfd6a4b2,N,Internet Banking,197.33,Electronics,f14578ef-323a-41bc-8f65-8a83c6fe82ed,thus,2
Stevenmouth,Germany,b4d02eb4-0341-493d-b3d0-16734b91343c,David Love,2023-11-10T18:33:01.208Z,Amazon,Authentication Failed,4802c67e-d60c-4f05-8bcb-a6baae73e4e2,c84dac2d-b3d6-485d-82d0-8c4ac0732137,N,UPI,300.51,Clothing,03b22b68-3624-4971-a5ae-c529fd0da383,movie,3
Michaelfurt,USA,25c4cec0-82af-4bec-9508-8e52976246bb,Anthony Lee,2024-01-06T04:48:00.155Z,AliExpress,Payment Gateway Timeout,54a6c5ff-275a-4484-9e10-9833e7c31569,41ca8cd9-da83-49d9-9f2a-58d2c195711a,N,Card,991.79,Home,8ee9db3b-6f3a-4e8f-879f-5d2377b8adb0,team,7
South Michaelhaven,UK,36a5ab0c-55d7-4fff-8c36-28375cb24d8d,Donald Allen,2023-11-17T11:38:09.062Z,BestBuy,"",9b819d21-a264-4719-8c0d-de375dcad23d,d8ba1f4b-6834-4399-9fdf-f682cb683e3f,N,UPI,833.78,Electronics,907c13b0-cc55-4537-91bd-8b96871b5e56,son,5
New Allison,Australia,c6d68dcb-0c34-48ca-9aea-3ca655da7be1,Kristin Owens,2024-09-01T05:10:28.524Z,Amazon,"",60442e64-41c6-4a0a-9421-f39289f6796a,7e08aff0-90fb-4075-b9d8-55903492a7ca,Y,UPI,786.06,Home,92b1281c-e079-4e19-bce1-83d802a60fe1,among,3
Andrewville,Germany,d211276a-30ab-4476-b626-3f11f44315d9,Thomas Pham,2024-07-01T07:17:28.697Z,eBay,"",4880425c-e4d4-4975-8574-cef439c3c208,623eb6b0-947a-413e-8d9c-8982f026bdc2,Y,UPI,670.61,Beauty,76a16367-1bee-41c3-b8e2-0e58d4b199b9,hot,3
Port Jennifer,Australia,cfc0beb1-a92a-4879-9d30-beecbb536af6,Alicia Rogers,2024-02-21T22:33:03.999Z,AliExpress,"",de88db91-5617-44a9-bb81-b33f441c53e1,a5e621bb-6968-4f6b-935c-666f293af1a2,Y,Wallet,676.07,Home,ed761c9e-ee76-45fc-b288-00a27fb5ee73,defense,8
Smithchester,Canada,ab7c2228-58d7-4947-b1a3-30809cb478a7,Derek Bruce,2023-11-13T02:33:54.429Z,Amazon,"",631ce04b-1ae5-45d2-9a21-e2832bbed422,ff81c2cd-46ae-46ae-bd5d-76815db39d2c,Y,UPI,653.93,Sports,340c10f5-e818-4239-b303-3470d8f00d35,sure,2
East William,UK,05337a5c-5d32-4d82-ace0-2055bf401521,Ashley Simpson,2024-03-13T11:04:00.376Z,eBay,"",8128cd8b-8e4f-4b8a-8eb5-6a787016b8a7,024d5739-091d-4557-954a-575af2526054,Y,Internet Banking,826.36,Automobile,5f5bec4d-009c-4616-994c-a7625ca395e2,drive,3
East Jenniferstad,Germany,9ecd5910-3f35-43a0-a695-aa02dc034918,Janet Reyes,2024-10-10T21:08:39.547Z,Flipkart,"",fca3e57e-c4d9-41ab-8b5f-7c0bd3b57d0a,a806209b-e039-4531-a7c2-2a3f9a10cfdd,Y,Card,421.29,Electronics,7386fce4-3e84-4b09-8d0c-94572614eaf2,girl,5
Jasonshire,USA,8071bb6a-2559-4c69-83ba-c9286bae9047,Alexis Sanchez,2024-02-20T12:39:10.612Z,eBay,Card Expired,d2f47886-fe5b-47a5-a8df-411cc31218f8,2dcf519f-dfcc-47cb-acf2-67a8a2aa2ede,N,UPI,491.15,Beauty,b1a3e838-978a-4912-8c2e-519d24032297,animal,8
Bernardport,UK,69429e74-fe43-44d6-9299-928239752983,Tiffany Henry,2023-12-31T13:51:11.970Z,Amazon,Insufficient Funds,469471cb-5100-40f2-a3a2-bdcb7a3966a7,8bb1222d-d8c6-42c9-9493-975c05055a80,N,Card,332.03,Electronics,73735df7-c06c-4c32-bc8b-15bfd4bbead0,stuff,7
Hoodville,USA,d1d170d8-ed4e-4209-8f25-dc0206ee5795,Teresa Johnston,2023-10-30T09:13:29.169Z,Amazon,"",3ed9dffa-5470-4c8d-8ec9-fa56caf39f05,f2622443-cd02-4cd3-bef7-46144fc15478,Y,Wallet,674.47,Home,07569db4-0a58-4849-b388-02579037767a,relationship,5
Kimberlymouth,Germany,fb2dba30-c01a-4253-ad8a-f12f6dc12f65,Lindsay Griffin,2024-08-25T14:27:49.585Z,AliExpress,"",d5888983-df4b-468c-8071-8dec421d6cd1,206c51d0-cd26-400b-9c8c-372332d9c253,Y,UPI,620.69,Automobile,0c791773-7340-4534-a7ef-cbb4cf6532b6,it,1
New Masonside,Australia,2eafbbd1-30b2-4a85-b212-dbec951767f2,Francisco Lee,2024-06-08T02:10:29.548Z,Amazon,Authentication Failed,44cb805e-a927-414c-8cef-0246a43a3317,87edd5c9-fc0d-4ea3-aad4-dce4ba4f6eea,N,Internet Banking,390.05,Beauty,5aba111b-fc40-4c12-815c-3a9fa11c2bd2,short,6
New Kathleen,Germany,347f9106-0c44-4f34-9288-59081b922487,Brian Davis,2024-09-04T16:16:46.869Z,Amazon,"",e8118e05-8235-4eca-a313-d275102c78d1,85252e19-c577-4ecf-8641-97ce0d823200,Y,Internet Banking,251.74,Sports,09f8db95-fbe9-4546-8ccb-4311a437997d,concern,8
